order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD304607,ID1449285243,2019-11-02,Nickolson,"[('iAssist Line', 2), ('Toshika 750', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",15970,103.49,-37.8161105,144.98260990000003,15,13677.99,Spring,True,1.1812,four stars perfect phone wife loved it,True
ORD339549,ID0067617094,2019-01-30,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('pearTV', 1)]",11855,115.36,-37.79846679999999,144.92014740000005,15,10192.11,Summer,True,2.8473,i'm so glad i brought this because it is very handy and easy to use too. everything about it is good and i really like it.,True
ORD485857,ID0418548634,2019-07-27,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540,55.12,-37.8214909,144.9871468,5,25268.12,Winter,False,1.4638,not unlocked i took this phone to my local sprint store to add a line to my account. they were not able to activate because the phone was not unlocked as advertised.,False
ORD041390,ID2190560994,2019-02-25,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('Olivia x460', 1)]",21305,71.4,-37.8142364,144.963148,10,19245.9,Summer,False,0.7433,good awesome,True
ORD241617,ID1280096268,2019-02-21,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,84.94,-37.7951943,144.9494574,25,2574.94,Summer,False,1.957,nice,True
ORD261539,ID4315827374,2019-07-01,Bakers,"[('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 1)]",11015,78.19,-37.8197631,144.9989418,5,10542.44,Winter,True,1.1351,google picture service is always good google picture policy is my purpose of purchase,True
ORD384126,ID0709968575,2019-07-18,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('pearTV', 2)]",14705,63.1,-37.8131389,144.9359178,10,13297.6,Winter,True,0.982,it was not a orginally s10 cellphone it was fake s10 was never unlock plus it was a chinese cell phone the worst experience ever .it was not a orginally s10 i was shock as well please all reviews before buying cellphone for any seller,False
ORD106001,ID6167357866,2019-09-27,Nickolson,"[('iStream', 2), ('Toshika 750', 1)]",4620,97.68,-37.8134111,144.97381140000005,10,4255.68,Spring,True,0.688,accuracy and expediency great! no complaints here. the item is exactly as described and works great. was perfectly packaged and on time. what more can you ask for?,True
ORD055968,ID1964021910,2019-02-16,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",17675,53.46,-37.81836320000001,144.9670753,15,15077.21,Summer,False,0.2192,faulty product bought it and in about 6 months the led screen died. would have cost me $200 to replace bad deal,False
ORD379812,ID2481930758,2019-02-03,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1), ('Olivia x460', 2), ('iStream', 1)]",5640,98.73,-37.8139635,145.0078447,10,5174.73,Summer,True,1.1939,exactly what was ordered great item,True
ORD279780,ID0560984940,2019-05-16,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610,80.76,-37.8182245,144.94780459999996,15,2299.26,Autumn,True,0.6213,perfect good,True
ORD404342,ID0608962176,2019-01-05,Bakers,"[('Universe Note', 2), ('Lucent 330S', 2)]",9360,78.33,-37.8031629,145.0091497,25,7098.33,Summer,False,1.4412,"five stars very good, delivery very fast.",True
ORD482417,ID0283334322,2019-01-26,Thompson,"[('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",1955,78.12,-37.8006382,144.9523362,5,1935.37,Summer,False,1.4175,"i love it, i can plan any gender of music from big band to jazz, not easy to find on local radio. sound is good and i can stop it with a voice command if i get a phone call.",True
ORD312147,ID0702351318,2019-06-02,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",14315,65.54,-37.804982,144.9365972,15,12233.29,Winter,True,1.2574,small and lightweight. i wouldn't really recommend for teenagers or adults more so for kids under 10,False
ORD039765,ID1449308608,2019-02-09,Bakers,"[('pearTV', 1), ('Alcon 10', 1), ('Olivia x460', 1)]",16485,96.69,-37.8169311,144.9881284,10,14933.19,Summer,True,0.9931,very good phone superb phone and looks completely new.all features are working good. the phone was unlocked as mentioned..,True
ORD188009,ID0650272351,2019-09-30,Bakers,"[('Universe Note', 1), ('iAssist Line', 2), ('iStream', 2), ('Alcon 10', 1)]",17150,90.28,-37.8104171,144.98101409999995,0,17240.28,Spring,True,1.2513,display fail after only 3 months of ownership. i'm so disappointed...i've barely had this phone for 3 months and it no longer works. the display has blacked out and i cannot do anything on it. i don't recommend it.,False
ORD038558,ID5402876201,2019-01-25,Nickolson,"[('Thunder line', 2), ('pearTV', 1), ('Olivia x460', 1)]",11895,93.19,-37.8208084,144.9772272,0,11988.19,Summer,True,0.7186,mi mix 3 good,True
ORD098069,ID0628171589,2019-12-22,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",11710,50.96,-37.81121210000001,144.9477468,5,11175.46,Summer,False,0.1732,"defective 8 days in and already doesn't work properly. there are vertical white lines across the entire screen, which i believe is a hardware issue. returning.",False
ORD388042,ID4963354098,2019-08-30,Thompson,"[('Thunder line', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]",13280,74.57,-37.8028494,144.92492080000005,5,12690.57,Winter,False,2.2339,i use it for downloading and reading books. it is the perfect size for this purpose. it is also very light.,True
ORD303472,ID4362288163,2019-07-03,Thompson,"[('pearTV', 2), ('Thunder line', 1), ('Olivia x460', 1), ('Alcon 10', 2)]",33925,83.52,-37.8012686,144.9637056,5,32312.27,Winter,True,1.9372,really improved over my old convoy. clearly new and a huge improvement over my old convoy. signal strength a huge increase.,True
ORD209915,ID1283637407,2019-11-04,Thompson,"[('iAssist Line', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",8760,83.49,-37.802124,144.9569967,15,7529.49,Spring,False,1.4633,"like a brand new phone 5 star. phone is in surprisingly good condition, product exceeded expectations. at first, the battery seemed to get to hot, but that seemed to be remedied after a software upgrade. will continue to monitor, but so far a+++++",True
ORD219161,ID0650282682,2019-01-02,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Thunder line', 1)]",13045,72.38,-37.8153641,144.97724630000005,15,11160.63,Summer,False,0.7663,great phone. purchased this for my 14 yr old granddaughter. she is very happy with the perforrmance and size of the phone. it is not overly large like other brands.,True
ORD219414,ID0576876786,2019-07-20,Nickolson,"[('pearTV', 1), ('Universe Note', 1), ('Thunder line', 1), ('iAssist Line', 1)]",14165,62.7,-37.8179995,144.971118,5,13519.45,Winter,False,0.1529,quality fast and reliable great dolby atmos headphone sound. fantastic call quality.,True
ORD343272,ID0294622993,2019-02-05,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,88.73,-37.8192068,144.96361869999996,5,10704.98,Summer,True,0.5261,four stars works good and it's inexpensive.,True
ORD015462,ID6167236662,2019-05-20,Nickolson,"[('Universe Note', 2), ('pearTV', 2), ('Lucent 330S', 1)]",20750,63.96,-37.8110423,144.9661049,25,15626.46,Autumn,True,0.8937,no sirve muy mala calidad.la batería no dura ni 2 hora.se frisaba .no tenía señal.no podía hacer llamadas.,False
ORD274248,ID0780979419,2019-05-01,Thompson,"[('iStream', 1), ('Olivia x460', 1)]",1375,79.39,-37.80531,144.9506489,10,1316.89,Autumn,True,0.878,best price for quality. best price for best phone super phone no 1 thanks.,True
ORD266392,ID4735909080,2019-05-11,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,49.07,-37.8042599,144.9495596,10,11992.07,Autumn,False,0.9618,bad really slow response time,False
ORD407353,ID0581703526,2019-07-29,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",10015,71.05,-37.8062959,144.9282542,10,9084.55,Winter,False,1.8005,good investment love everything about it. it's so quick and clear. it also has a great system,True
ORD429069,ID1560149552,2019-12-03,Thompson,"[('Toshika 750', 1), ('iStream', 1)]",4470,78.52,-37.8162012,144.93739580000005,10,4101.52,Summer,True,0.9369,buyer beware ! not as advertised . very beat up . disappointing to say the least .,False
ORD117001,ID1900213545,2019-12-04,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('iAssist Line', 2)]",20630,79.3,-37.8066144,144.96146159999995,5,19677.8,Summer,False,1.4343,five stars very happy!,True
ORD207751,ID0250480602,2019-01-11,Bakers,"[('pearTV', 1), ('iStream', 1)]",6460,60.78,-37.8118559,145.0058842,5,6197.78,Summer,False,0.9594,"dud phone significant screen burn which was not mentioned in description. phone also randomly went into a screen strobe multiple times. returned phone, received refund.",False
ORD397458,ID0364861230,2019-01-07,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Toshika 750', 1)]",11650,97.26,-37.8239951,144.95870680000004,0,11747.26,Summer,True,1.1272,five stars nice phone,True
ORD107538,ID0370749976,2019-10-18,Bakers,"[('Toshika 750', 1), ('iStream', 2)]",4620,64.58,-37.8152196,144.9854918,10,4222.58,Spring,False,1.0353,no es el mismo que publican no es el mismo aparato que aparece en la foto,False
ORD149846,ID1594632459,2019-06-17,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",21580,50.83,-37.8203118,144.9790144,25,16235.83,Winter,False,0.8538,no oem unlock the oem unlock feature is disabled in the settings on my phone,False
ORD497684,ID4787373520,2019-07-20,Nickolson,"[('Lucent 330S', 1), ('iStream', 2), ('iAssist Line', 2)]",5980,50.74,-37.809459,144.9638306,10,5432.74,Winter,False,1.1346,it will not work on verizon network! it would not work on verizon network as was stated ! now i have a phone that i can not use. great,False
ORD361462,ID5668009781,2019-02-07,Bakers,"[('Olivia x460', 1), ('pearTV', 2), ('iAssist Line', 1)]",16070,93.89,-37.8044276,145.00170649999995,25,12146.39,Summer,True,0.8417,so far this phone has worked great. i have tried it with sim cards from ... so far this phone has worked great. i have tried it with sim cards from two different carriers and it has worked on both of them!,True
ORD348356,ID0477075428,2019-04-22,Nickolson,"[('pearTV', 1), ('Olivia x460', 1)]",7535,68.2,-37.8043748,144.9663766,0,7603.2,Autumn,False,1.6074,love my phone love my phone. it cold have fool me and pass as new if it had not been for the seller's description.it works perfectly. super fast delivery.,True
ORD238163,ID0282854640,2019-08-04,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('Thunder line', 2)]",11265,73.45,-37.8004785,145.0183699,5,10775.2,Winter,False,2.2943,wonderful good phone,True
ORD302957,ID3807748036,2019-04-20,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,48.07,-37.8063019,144.9973646,15,3180.32,Autumn,False,0.452,desbloqueo falso la traducción en español manifiesta gsm desbloqueado y resulta q tiene bloqueo estoy fuera de estados unidos y no puedo devolver digico no me da solución,False
ORD406425,ID3164000430,2019-07-30,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('iStream', 2), ('Candle Inferno', 1)]",10905,56.16,-37.801524,144.92941240000005,25,8234.91,Winter,False,1.9879,broken it turned on said 55% then instantly 0% powering off. turned back on 37% and instantly turned off again saying 0%,False
ORD291298,ID0588191342,2019-02-05,Nickolson,"[('pearTV', 2), ('Thunder line', 1)]",14800,70.72,-37.8142203,144.9729826,10,13390.72,Summer,False,0.5729,"i love my candle, i can listen to music,read my emails, or pick a book to read. everything loads up easily.",True
ORD207192,ID0579506290,2019-11-25,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",9000,57.07,-37.8138026,144.9485405,10,8157.07,Spring,False,0.1804,one star junk,False
ORD015137,ID4520380431,2019-12-06,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 1)]",22080,75.31,-37.8257249,144.9602395,0,22155.31,Summer,False,1.1403,"five stars phone looks and works like now, not single scratch. seller is awesome great communication",True
ORD170346,ID0662741000,2019-04-22,Nickolson,"[('iStream', 2), ('Alcon 10', 2)]",18200,49.0,-37.823636,144.969217,10,16429.0,Autumn,False,0.5619,one star very bad experience,False
ORD048577,ID2207663849,2019-03-22,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2), ('Alcon 10', 1), ('iStream', 2)]",18610,66.96,-37.8012858,144.9457072,25,14024.46,Autumn,False,1.2733,easy set up,True
ORD387459,ID4419701255,2019-01-14,Thompson,"[('iAssist Line', 2), ('Universe Note', 1)]",7900,68.87,-37.8018004,144.9635544,0,7968.87,Summer,False,1.8887,muy mal servicio no me renbolsaron mi dienero,False
ORD416801,ID0777745518,2019-05-14,Thompson,"[('pearTV', 1), ('iAssist Line', 1)]",8535,78.33,-37.8059977,144.9559457,0,8613.33,Autumn,True,1.0778,great buy the phone was in great condition and it works wonderfully.,True
ORD139463,ID4716795604,2019-01-07,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Thunder line', 1)]",15580,72.07,-37.8187958,144.9531688,25,11757.07,Summer,False,0.8673,love it! but not perfect of course it’s not going to be perfect but i am very satisfied. so good so far👌🏾,True
ORD076674,ID1492410162,2019-08-20,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",22210,82.54,-37.8045307,144.963331,10,20071.54,Winter,True,1.6584,"exactly what i was looking for! although it came with a verizon sim card installed, it was unlocked as promised. slipped my own micro sim into it, and it worked right out of the box. thank you!",True
ORD048862,ID3345061643,2019-02-03,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('pearTV', 1)]",13510,97.71,-37.8251703,144.9574889,15,11581.21,Summer,True,1.2887,this a great tablet for everyone. plenty of memory for downloading. great features all around.,True
ORD010409,ID0636882542,2019-02-13,Nickolson,"[('Alcon 10', 1), ('pearTV', 2)]",21570,58.93,-37.82339260000001,144.9619121,10,19471.93,Summer,False,0.8581,"it not good working and sound system is not working properly it not good working and sound system is not working properly,so i not prefer next time digico and money waste",False
ORD047077,ID0030948162,2019-05-31,Bakers,"[('Thunder line', 1), ('pearTV', 1)]",8490,65.99,-37.8113359,145.0084965,25,6433.49,Autumn,False,1.176,oh i love my thunder show and the video news spots,True
ORD371452,ID0664379625,2019-06-20,Nickolson,"[('iStream', 2), ('pearTV', 2), ('Alcon 10', 1)]",21870,73.58,-37.8209796,144.96606430000003,10,19756.58,Winter,True,0.4055,"use my two sim cards i’m happy. good exactly what i’m looking for . i haven’t tried it as yet , i will be back with updates.",True
ORD139942,ID0576868787,2019-07-20,Bakers,"[('Olivia x460', 1), ('iStream', 2)]",1525,67.44,-37.8242795,144.9900263,25,1211.19,Winter,True,1.6546,"don't expect too much for such a low price.. slow device, horrible camera, freezing screen ... i don't know where to start. i jumped from universe note 5 to this device, while the xp 6 has an updated android os with great features, however, the device is very slow, the screen keeps on freezing, the rear camera is just horrible.",False
ORD221211,ID0767671823,2019-11-06,Nickolson,"[('Toshika 750', 2), ('Thunder line', 1)]",10820,106.25,-37.8049021,144.9691468,0,10926.25,Spring,True,1.5247,great good phone,True
ORD484924,ID0312718298,2019-12-31,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('iStream', 1)]",20510,78.85,-37.80333140000001,144.95913080000005,5,19563.35,Summer,False,1.4855,bought for my wife for x-mas and she loves it. hasn't put it down,True
ORD454457,ID3085955038,2019-12-09,Nickolson,"[('iAssist Line', 2), ('Thunder line', 1), ('iStream', 1), ('Alcon 10', 1)]",15730,75.48,-37.8186918,144.9815676,15,13445.98,Summer,False,1.0567,great product & as advertised. great product & as advertised.,True
ORD124584,ID0373652149,2019-05-16,Thompson,"[('Alcon 10', 1), ('Universe Note', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",19300,83.02,-37.811604,144.9268487,0,19383.02,Autumn,True,1.7822,"three stars its good for the price, but its laggy.",True
ORD174057,ID0591261644,2019-10-16,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180,100.71,-37.8208173,144.9616649,15,8753.71,Spring,True,0.7363,really good phone best phone i ever had.,True
ORD295021,ID5402876179,2019-10-13,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]",29195,74.45,-37.8204609,144.97697769999996,25,21970.7,Spring,False,0.6853,"great price fast shipping fast shipment, phone exactly as described. very pleased works with straight talk, i'm still trying to adjust from my alcon, there are features the alcon has that i miss & love that this phone doesn't have, but it's still a great phone.",True
ORD136908,ID6167266600,2019-06-17,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Toshika 750', 1)]",9000,52.6,-37.8074729,144.9629786,25,6802.6,Winter,False,1.3664,"most certainly would come with a bad battery buy but be warned the battery would come dead or almost dead. asides that , it was a very clean phone to buy",False
ORD233540,ID5002594976,2019-11-23,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1)]",4675,59.29,-37.811959,144.951797,15,4033.04,Spring,False,0.4233,this is a cheap tablet. i bought this so that my kids wouldn't ruin another ipad by crushing it. this tablet can stop working out of nowhere shut off and never turn on again. if it doesn't have a case and you drop it kiss this good bye because even a light drop can destroy it.,False
ORD089682,ID4418536089,2019-02-17,Thompson,"[('Thunder line', 1), ('Universe Note', 2), ('Candle Inferno', 1), ('Lucent 330S', 1)]",10740,105.69,-37.80227670000001,144.9631881,10,9771.69,Summer,True,1.8301,great phone the phone works great when i took my trip to asia. also i would like to rate 5 stars + for the design and the the color (red) of the phone. thanks olivia!,True
ORD423303,ID6282174144,2019-11-07,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",10735,102.97,-37.8233756,144.9781295,0,10837.97,Spring,True,0.9232,best phone hands down. great phone. beats alcon. camera quality is amazing. battery life is great.,True
ORD227489,ID3132495216,2019-05-12,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,77.6,-37.8148411,144.96479240000005,10,7061.6,Autumn,True,0.5914,olivia note 9 love this phone i upgraded from the note4 absolutely fabulous,True
ORD175803,ID0579500978,2019-04-22,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1)]",17150,63.46,-37.8140197,144.9491925,10,15498.46,Autumn,False,0.2395,three stars its a nice phone but it had a crack in it when i got it!,True
ORD185535,ID0781092635,2019-04-28,Thompson,"[('pearTV', 2), ('iAssist Line', 1), ('iStream', 1), ('Thunder line', 2)]",19355,66.26,-37.8022925,144.94239950000005,0,19421.26,Autumn,False,1.2264,"exactly as featured! i absolutely love this phone, and would buy again in the future! it's fast, battery charges quickly, battery lasts long, photo quality be is excellent (add gcam app), audio is good & lots of storage. everything about it is perfect. will recommend to anyone!",True
ORD390413,ID2191735058,2019-12-27,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 1)]",9510,98.38,-37.8224504,144.9558264,0,9608.38,Summer,True,1.2809,i like it. it keeps my granddaughter business and great apps too.,True
ORD270982,ID1964021916,2019-08-26,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680,62.75,-37.8183378,144.9652802,15,4890.75,Winter,False,0.3766,bluetooth isn’t always the best. call,True
ORD404754,ID2992212835,2019-02-25,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 1)]",2760,54.72,-37.821792,144.9738299,15,2400.72,Summer,False,0.5179,don't buy verizon will not activate the phone due to it's being a 3 g phone.,False
