order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD403883,ID2481930660,2019-11-27,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410.0,58.75,-37.8102846,145.00158480000005,25,8616.25,Spring,False,0.5596,"one star battery suck, have to charge 2 times a day. i hope i can return.",0.0
ORD456111,ID0060095426,2019-05-22,Bakers,"[('Universe Note', 1), ('iStream', 1), ('iAssist Line', 1), ('Thunder line', 1)]",8005.0,81.94,-37.8246592,144.98870730000004,0,8086.94,Autumn,True,1.7302,"great phone at a great price. i'm so glad i bought this phone. it's in excellent condition, works great, and the battery life is better than i thought it'd be. it came with the charger and s pen, all i had to do was put my old sim card in and i was up and running.",1.0
ORD286137,ID6167417929,2019-10-18,Thompson,"[('pearTV', 2), ('iStream', 1), ('Toshika 750', 2)]",21410.0,62.26,-37.8155523,144.9581987,0,21472.26,Spring,False,1.0299,one star the phone we received for my son is reported as stolen and cannot be activated.,0.0
ORD130198,ID0634784175,2019-06-19,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('iStream', 1), ('Alcon 10', 1)]",17860.0,49.1,-37.816088,144.9393054,15,15230.1,Winter,False,0.7814,"at&t not unlocked was not able to use this phone with verizon, as it is an at&t phone, not an unlocked phone. false advertising.",0.0
ORD388761,ID0576873444,2019-03-01,Bakers,"[('Thunder line', 1), ('iStream', 1), ('Olivia x460', 2)]",4780.0,66.54,-37.82431029999999,144.9900156,5,4607.54,Autumn,True,1.6581,"i purchased this device to use it in my work, and it's really did the job..",0.0
ORD332716,ID6167417930,2019-02-28,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('Lucent 330S', 1), ('pearTV', 2)]",31900.0,61.17,-37.81553570000001,144.9582629,0,31961.17,Summer,False,1.0347,this phone sucks balls big time this phone sucks balls big time! very slow & freezes in a heartbeat for no freaking reason. this is my 3rd olivia in 2 years...switching to alcon next time!! if i could give it zero stars i would it really deserves minus 10,0.0
ORD388092,ID0746917966,2019-07-22,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",43610.0,80.35,-37.8245586,144.984718,10,39329.35,Winter,True,1.4898,great tablet use it for reading and email. great price!,1.0
ORD410515,ID0844489477,2019-09-13,Thompson,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865.0,62.43,-37.8209007,144.9476645,10,9840.93,Spring,False,0.9174,"a very bad experience with this seller a very bad experience with this seller, i order the phone for an unlocked and when i receive it i saw it don't match with my choice..i don't recommend any to this one",0.0
ORD276592,ID4740822074,2019-03-20,Thompson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310.0,65.65,-37.803603,144.9499768,10,12044.65,Autumn,False,1.0416,dayly driver i've received the phone in excellent condition and with near perfect battery capacity. all sensors and connections works without any issues. it is a phone that has at least two more years of good service at the half of the price of a 2019 flagship.,1.0
ORD357551,ID3106292225,2019-02-06,Thompson,"[('Olivia x460', 1), ('Universe Note', 2)]",8125.0,79.92557376198728,-37.8065946,144.9322622,15,6986.175573761987,Summer,False,1.4675,product was clean as new with unused original olivia charger ... product was clean as new with unused original olivia charger and memory card waa also in slot which comes with phone. worth to buy it.,1.0
ORD274667,ID6273358849,2019-05-14,Thompson,"[('pearTV', 1), ('Candle Inferno', 1)]",6740.0,85.4,-37.799564,144.96246580000005,15,5814.4,Autumn,True,1.9908,"good value i upgraded from the g5, what a major difference!",1.0
ORD309130,ID0847527932,2019-07-23,Nickolson,"[('iAssist Line', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",9555.0,51.17,-37.823175,144.96609519999996,25,7217.42,Winter,False,0.5935,ps4 controller support broken yo olivia i bought this new phone to get my game up and it cant even do what my 4 year old phone can. you gonna fix this ps4 controller issue? we all reporting the same thing and took the basic troubleshooting steps. what's wrong with you. might have to refund this one.,0.0
ORD276961,ID6167236665,2019-04-29,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125.0,80.06,-37.8106153,144.96755359999997,25,15173.81,Autumn,True,0.9055,"it's worth ! much better than pear in terms of battery, price n performance",1.0
ORD128791,ID3810637323,2019-03-14,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350.0,80.09,-37.82098660000001,144.9427727,10,20195.09,Autumn,True,0.9996,very good phone. battery drains fast satisfied,1.0
ORD023378,ID0767659039,2019-08-18,Nickolson,"[('Universe Note', 1), ('pearTV', 2), ('Candle Inferno', 1)]",16500.0,51.37,-37.8076204,144.97323269999995,15,14076.37,Winter,False,1.2638,it doesn't hold a good charge it goes in and out of service all the time,0.0
ORD242320,ID2190483585,2019-06-28,Thompson,"[('iAssist Line', 2), ('Thunder line', 2), ('iStream', 1)]",8960.0,80.29,-37.8080765,144.96041200000005,25,6800.29,Winter,True,1.2802,"intuitive user interface, rapid online access through well designed features, light weight, ergonomic buttons for volume and power. overall a thoroughly well designed, excellent priced device for web browsing and social media.",1.0
ORD044694,ID0655124675,2019-04-10,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Toshika 750', 2)]",12319.999999999996,49.42,-37.8065641,144.9415892,10,11137.419999999996,Autumn,False,0.8335,"digico skimps on details i really wish digico would post detailed information about the phone. i have no idea what android version it is. i have no idea if it has an sd card slot, i have no idea of the screen resolution or device storage capacity. give me a break digico & give us details so that we can make an educated purchase.",0.0
ORD326758,ID4342128126,2019-01-23,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",24875.0,81.94,-37.8040499,144.9680516,0,24956.94,Summer,False,1.6245,phone i bought it for my dad as a present. he loved it a lot!,1.0
ORD156608,ID1463547118,2019-10-29,Bakers,"[('Universe Note', 2), ('pearTV', 2)]",19520.0,80.7,-37.8191255,145.0052086,15,16672.7,Spring,False,1.3426,four stars nice phone. still getting used to it.,1.0
ORD109545,ID3832146342,2019-07-18,Bakers,"[('Olivia x460', 1), ('iStream', 2), ('pearTV', 2), ('Universe Note', 2)]",21044.99999999999,83.31,-37.8053194,145.0150414,0,21128.30999999999,Winter,True,1.8183,"the best buy i ever made the best buy i ever made, mine came without a charger, and in a cheap bag and box, but the phone was like new, and works great, great wifi reception, the battery is perfect, and works great in verizon",1.0
ORD416705,ID0370751497,2019-12-09,Bakers,"[('Thunder line', 2), ('pearTV', 2), ('Olivia x460', 1)]",18205.0,93.47,-37.8129752,144.9856429,10,16477.97,Summer,True,0.9062,it’s in great shape it’s good,1.0
ORD106449,ID0477078644,2019-06-10,Nickolson,"[('iStream', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",9650.0,68.65,-37.8065468,144.9742115,0,9718.65,Winter,False,1.4024,five stars excelent thank you,1.0
ORD492120,ID2312383361,2019-05-03,Bakers,"[('Thunder line', 1), ('Olivia x460', 2), ('Alcon 10', 1)]",13580.0,80.95939826134747,-37.8080834,145.0088378,10,12302.959398261348,Autumn,True,1.2154,"great glad i went this way. saved money, not under contract and have full t-mobile support and service. works perfectly, new and clean esn. get full 4g support which is unavailable from t-mobile with unlocked non-t-mobile phones. wish i could have found a t-mobile mini version.",1.0
ORD222353,ID2700682439,2019-02-02,Nickolson,"[('Thunder line', 2), ('iStream', 2), ('Olivia x460', 1)]",5885.0,73.78,-37.823317,144.976448,10,5370.28,Summer,False,0.8026,awesome fast shipping got it in 2 days looks awesome ... awesome fast shipping got it in 2 days looks awesome so i love it .only issue was didnt get key to pop open where your sim card goes and memory card ..but can use a needle ..,1.0
ORD354795,ID4735909067,2019-02-03,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",4415.0,95.16,-37.80411,144.9495463,25,3406.41,Summer,True,0.9778,five stars great product. exactly what they said it would be.,1.0
ORD348041,ID3807748036,2019-04-18,Bakers,"[('Thunder line', 2), ('iStream', 2)]",4660.0,78.85,-37.8063019,144.9973646,25,3573.85,Autumn,True,0.452,four stars pretty good phone. sound quality leave a little to be desired.,1.0
ORD127855,ID6167285769,2019-09-26,Nickolson,"[('iStream', 2), ('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",23079.99999999999,64.63,-37.810362700000006,144.9607907,10,20836.62999999999,Spring,False,1.1972,two stars the back camera not working,0.0
ORD081963,ID4283908141,2019-10-30,Bakers,"[('pearTV', 2), ('Olivia x460', 2), ('Lucent 330S', 1)]",16300.0,58.0,-37.8096005,144.9891625,25,12283.0,Spring,False,0.5356,recieved mine with bad sim reader & broken sim tray returning will never ... recieved mine with bad sim reader & broken sim tray returning will never buy from seller again second phone ive gotten that was crap,0.0
ORD066891,ID1224821939,2019-02-19,Thompson,"[('iAssist Line', 1), ('pearTV', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",11855.0,75.9,-37.8122826,144.9384914,0,11930.9,Summer,False,0.7556,"i like it maybe i'm still in the honeymoon phase, but i really like this phone. my only issue so far is, t audio drops after 5 minutes, so it wont work for podcasts, music, etc. maybe there is a fix out there.",1.0
ORD179540,ID0746912552,2019-01-10,Nickolson,"[('pearTV', 2), ('Thunder line', 1), ('Toshika 750', 1)]",19120.0,64.2,-37.8250411,144.9827645,15,16316.2,Summer,False,1.3656,having audio troubles... having trouble hearing/receiving calls. also phone drops calls,0.0
ORD430064,ID2717237174,2019-03-29,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 1), ('pearTV', 2), ('Candle Inferno', 1)]",23225.0,69.21,-37.7989073,144.9700089,0,23294.21,Autumn,True,2.1919,"died on me. my brand new xp lumia 900 (i had it for just 30 days) died on me all of a sudden! i lost all my numbers, pictures, info... interestingly, i could not send it back because it all happened the very next day after i could return it!!!! never had a phone experience that bad!!!!",0.0
ORD183567,ID0664379346,2019-12-27,Nickolson,"[('iStream', 2), ('Lucent 330S', 2)]",2760.0,88.05,-37.82050870000001,144.96583230000005,5,2710.05,Summer,True,0.3903,the table offer made the deal loved it,1.0
ORD175619,ID0531390737,2019-04-21,Thompson,"[('Thunder line', 1), ('Alcon 10', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",14815.0,64.61,-37.8213826,144.946364,10,13398.11,Autumn,False,0.9715,very good phone in all aspects this renewed pixelxl2 64gb works perfectly from the seller. but you will need to spend the time to update to android 10. i have tested for everything including mobile hotspot. highly recommend this for a cheap $200 renewed pixel. this replaced my original pixel phone.,1.0
ORD309211,ID2927793638,2019-08-22,Bakers,"[('iAssist Line', 2), ('Universe Note', 1), ('pearTV', 1)]",14210.0,68.34,-37.8223459,144.99850700000005,5,13567.84,Winter,False,1.4046,would get another phone got my loved it looks brand new only thing charger did not work had to buy another charger. but phone is perfect .,1.0
ORD418888,ID4909776701,2019-06-13,Bakers,"[('iStream', 2), ('Universe Note', 1)]",3750.0,69.34,-37.8230547,145.00036630000002,25,2881.84,Winter,False,1.5221,"excellent service item was received exactly on the scheduled day, as well as complete and sealed. phone recognized my sim card and worked immediately.",1.0
ORD497575,ID0227324563,2019-09-25,Bakers,"[('Universe Note', 2), ('Thunder line', 1), ('Toshika 750', 1)]",13400.0,103.03,-37.7995712,144.9903243,15,11493.03,Spring,True,1.2381,"like new condition it doesn't make sense to write a review about the old, outdated flip phone itself but i will say the phone was in like new condition and works exactly as described. it arrived quickly and the price was fair.",1.0
ORD406262,ID4380043472,2019-09-19,Bakers,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Alcon 10', 2), ('Lucent 330S', 1)]",20785.0,106.77,-37.8230514,144.98890680000005,10,18813.27,Spring,True,1.5561,the alcon was in good conditions but it had some scratches by the battery ... the alcon was in good conditions but it had some scratches by the battery and the other alcon i ordered has scratches too but ig thats normal ?,1.0
ORD041062,ID0291965894,2019-03-13,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Universe Note', 2), ('Toshika 750', 1)]",13310.0,51.41,-37.8253428,144.9570314,25,10033.91,Autumn,False,1.3327,battery discharges i got a damaged piece i guess .its battery discharges in half an hour and also it hangs often while surfing or texting . hope to get replacement.,0.0
ORD371185,ID4716795161,2019-07-19,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",12400.0,76.97,-37.8188615,144.9530675,10,11236.97,Winter,True,0.8676,"high quality, low price very stylish and easy to use! happy to tradein my alcon x which is ugly and slower. with half price of alcon x, huawei mate 10 pro is a steal! have used it for more than a month, and there is really nothing to complain. byebye to pear!",1.0
ORD099296,ID4418535313,2019-11-23,Thompson,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610.0,85.63,-37.80244920000001,144.96344530000005,15,2304.13,Spring,False,1.8357,"this candle is the right size for travel, yet large enough to read. love all the features and price!",1.0
ORD185548,ID0356098320,2019-05-11,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",17200.0,64.98,-37.82114960000001,144.9918618,15,14684.98,Autumn,True,1.2765,el producto nunca llego el producto nunca llego,0.0
ORD183243,ID1686719032,2019-11-08,Thompson,"[('Universe Note', 2), ('Alcon 10', 2)]",24800.0,65.81,-37.8013696,144.9530666,25,18665.81,Spring,False,1.3644,one star would not recommend purchasing this product.,0.0
ORD055905,ID6167489490,2019-04-30,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",9220.0,65.51,-37.8180126,144.9619272,10,8363.51,Autumn,False,0.6735,outstanding best phone ever.will probably the s 5 when it comes out.our whole family has s 4 phones(4).just love this phone.,1.0
ORD478806,ID1833110279,2019-08-30,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('iStream', 2)]",7200.0,48.49,-37.8178063,144.9660039,25,5448.49,Winter,False,0.324,not working constantly reboots and apps crash constantly has some kind of internal short,0.0
ORD050096,ID0233270890,2019-11-05,Bakers,"[('Universe Note', 2), ('Toshika 750', 1)]",11220.0,108.22,-37.7987935,144.9827307,0,11328.22,Spring,True,1.6625,bought this as a christmas gift for my wife. she is an avid reader. she previously had a b&n nook which stopped working. this is much nicer and she loves it. would recommend for someone who likes to read while traveling or simply at home.,1.0
ORD263893,ID0054398934,2019-07-06,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",3605.0,67.82,-37.8015158,144.9478034,25,2771.57,Winter,False,1.2437,"nice phone looks like new, no problems",1.0
ORD453292,ID0597547728,2019-11-09,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 1), ('Toshika 750', 1), ('iStream', 1)]",7350.0,58.92,-37.8156495,144.9639803,10,6673.92,Spring,False,0.5895,"entiendo que es reacondicionado,pero esta demasiado rayado de la pantalla y tapa trasera muy desgastado",0.0
ORD365759,ID6167344502,2019-07-28,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Lucent 330S', 2)]",15550.0,53.12167697976797,-37.8071098,144.96599650000005,5,14825.621676979768,Winter,False,1.3162,"stay away from"" refurbished "" bad product bad customer service",0.0
ORD172351,ID0702378470,2019-05-27,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380.0,64.58,-37.8074624,144.9440142,25,7099.58,Autumn,False,0.6392,photo heaven. simply an awesome phone.,1.0
ORD394986,ID0581783899,2019-04-10,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Universe Note', 2), ('pearTV', 2)]",24740.0,79.26,-37.8086601,144.94197490000005,5,23582.26,Autumn,True,0.6327,five stars great phone & price,1.0
ORD137153,ID0306904038,2019-05-30,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('iStream', 2)]",16370.0,65.04,-37.807337200000006,144.9474761,10,14798.04,Autumn,True,0.595066604213631,márcame 415 8714917 el teléfono no sirve no se escucha nada y está un golpe tiene,0.0
ORD468319,ID0282852622,2019-12-13,Bakers,"[('iAssist Line', 2), ('Alcon 10', 1)]",13400.0,102.21781575878788,-37.7980773,145.0076602,5,12832.217815758788,Summer,True,1.7191,all-around excellent phone very awesome phone very fast and i really liked emui but does not work in rural areas like where i live even though i have at and t,1.0
ORD092252,ID2187983893,2019-09-21,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2), ('pearTV', 1), ('Toshika 750', 2)]",21760.0,101.03,-37.81182800000001,144.9715977,25,16421.03,Spring,True,0.7745,nice nice,1.0
ORD256049,ID0361771610,2019-01-27,Bakers,"[('Candle Inferno', 2), ('Olivia x460', 1)]",2085.0,103.57,-37.79996720000001,144.9797055,0,2188.57,Summer,True,1.7638,amazing for the price. forget the new store ones... got it for my dad for his birthday. just like new! love it,1.0
ORD266636,ID3326880148,2019-07-22,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2)]",9360.0,83.16,-37.8029623,144.9290447,10,8507.16,Winter,True,1.9187,very happy with the universe s8 very happy with the universe s8! phone was brand new and unlocked. inserted my t-mobile sim and was up and running,1.0
ORD230792,ID5683298819,2019-10-29,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('iStream', 1)]",2240.0,74.6,-37.8138284,145.0000453,5,2202.6,Spring,False,0.601,"a wonderful phone. i love this phone, face recognition is better than the alcon x. the camera is amazing.i love it",1.0
ORD269409,ID0257503252,2019-01-01,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320.0,83.2,-37.7997388,144.9611291,10,3071.2,Summer,False,1.898,"nice phone, fully functional arrived safely and on time. nice phone, fully functional. i am using it with no problems. same as in the ads and in the manual.",1.0
ORD165304,ID0145220211,2019-12-24,Nickolson,"[('Toshika 750', 2), ('pearTV', 1), ('Lucent 330S', 1)]",16180.0,78.14,-37.8167697,144.9581959,5,15449.14,Summer,True,1.019,phone description says new and unlocked. i ordered 3 ... phone description says new and unlocked. i ordered 3 for my workers. they are not new and one of them was locked with sprint.returning them. don't buy it! these are used phones!,0.0
ORD178270,ID3098154917,2019-07-12,Thompson,"[('iAssist Line', 2), ('Thunder line', 2)]",8810.0,81.3,-37.8231448,144.93929640000005,15,7569.8,Winter,True,1.3513,"awesome product. very pleased. been using for over 3 months. sturdy phone, great pic and features. excellent buy.",1.0
ORD010533,ID0244241458,2019-01-11,Bakers,"[('Thunder line', 2), ('Toshika 750', 1)]",8680.0,92.47,-37.7936094,144.9736686,15,7470.47,Summer,False,2.6315,"okay but... the phone was okay, but the keypad to access voice mail was unresponsive.",1.0
ORD123560,ID3148693057,2019-06-10,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Thunder line', 1)]",20940.0,48.96,-37.8133745,144.9663404,25,15753.96,Winter,False,0.6461,"call quality is very poor. people can't understand me call quality is very poor. people can't understand me. also, some features that are supposed to work on the s5 (and did on my old s5) such as video calling don't work on this phone. it doesn't make any sense.",0.0
ORD135326,ID6221450533,2019-06-03,Bakers,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Olivia x460', 1)]",6905.0,78.54,-37.8088153,144.982787,10,6293.04,Winter,True,1.1023595478097947,"excellent deal awesome phone, really good build quality and overall experience not only for the price but as a whole. it is a little heavy thought.",1.0
ORD312195,ID6167417930,2019-11-19,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Alcon 10', 1), ('pearTV', 2)]",23655.0,79.64,-37.81553570000001,144.9582629,5,22551.89,Spring,False,1.0347,"this was an amazing phone. even though it did not go with ... this was an amazing phone. even though it did not go with earbuds, either way i give this product 5 stars!",1.0
ORD375767,ID0363988495,2019-09-09,Bakers,"[('Alcon 10', 1), ('iStream', 1)]",9100.0,75.92,-37.802519200000006,144.9922671,15,7810.92,Spring,False,0.8722,affordable-phone very good,1.0
ORD072045,ID6167489399,2019-03-10,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('iAssist Line', 1), ('Thunder line', 1)]",9950.0,81.37,-37.8096114,144.9595749,0,10031.37,Autumn,True,1.1514,great product just arrived today and it looks brand new. the battery seems to be working well so we are very pleased and will buy from them again.,1.0
ORD368799,ID4283908170,2019-02-12,Bakers,"[('Universe Note', 2), ('iStream', 2), ('pearTV', 1), ('Olivia x460', 1)]",14735.0,58.51,-37.8109494,145.00472340000005,10,13320.01,Summer,False,0.8414,one star the home button is so bad. alot of scratchs on it - pink line appeared on screen,0.0
ORD344484,ID4740822027,2019-04-03,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Olivia x460', 2), ('Candle Inferno', 2)]",11440.0,66.17,-37.803321,144.9498863,15,9790.17,Autumn,False,1.0701,great phone the phone is slender and compact but has internet access. a good phone for the price and i would recommend the product.,1.0
ORD489131,ID3215192053,2019-05-17,Thompson,"[('pearTV', 2), ('Toshika 750', 1)]",16940.0,62.4,-37.8101226,144.947491,25,12767.4,Autumn,True,0.2863,if it has guaranty? terrible phone. it die after 2 months we bought it i guess a lost my money,0.0
ORD117260,ID1463620910,2019-08-24,Bakers,"[('Toshika 750', 2), ('iStream', 1)]",8790.0,66.69,-37.8176225,145.005412,25,6659.19,Winter,False,1.2338,five stars love my phone...no activation issues and delivered as described...awesome phone!,1.0
ORD412445,ID6167247290,2019-04-28,Nickolson,"[('iStream', 2), ('Candle Inferno', 2)]",1160.0,64.63,-37.819178,144.9610553,0,1224.63,Autumn,False,0.7499,ok to purchase i got it damage free and the phone is working fine..well so far.,1.0
